timestamp,symbol,open,high,low,close,volume,scenario
2024-01-02T14:30:00Z,SIM,100.0,100.08,99.92,100.0,12000,chop_mean_revert_1m
2024-01-02T14:31:00Z,SIM,100.0,100.110733,99.916263,100.026973,12350,chop_mean_revert_1m
2024-01-02T14:32:00Z,SIM,100.026973,100.166774,99.939551,100.079306,12700,chop_mean_revert_1m
2024-01-02T14:33:00Z,SIM,100.079306,100.244973,99.988325,100.153924,13050,chop_mean_revert_1m
2024-01-02T14:34:00Z,SIM,100.153924,100.341002,100.059582,100.246573,13400,chop_mean_revert_1m
2024-01-02T14:35:00Z,SIM,100.246573,100.449735,100.149138,100.352197,13750,chop_mean_revert_1m
2024-01-02T14:36:00Z,SIM,100.352197,100.565698,100.252001,100.465389,14100,chop_mean_revert_1m
2024-01-02T14:37:00Z,SIM,100.465389,100.683533,100.362825,100.580851,14450,chop_mean_revert_1m
2024-01-02T14:38:00Z,SIM,100.580851,100.798444,100.476365,100.69384,14800,chop_mean_revert_1m
2024-01-02T14:39:00Z,SIM,100.69384,100.906556,100.58792,100.800523,15150,chop_mean_revert_1m
2024-01-02T14:40:00Z,SIM,100.800523,101.005173,100.69369,100.898236,15500,chop_mean_revert_1m
2024-01-02T14:41:00Z,SIM,100.898236,101.092889,100.791031,100.985592,15850,chop_mean_revert_1m
2024-01-02T14:42:00Z,SIM,100.985592,101.169556,100.878567,101.06245,16200,chop_mean_revert_1m
2024-01-02T14:43:00Z,SIM,101.06245,101.23611,100.956151,101.129741,16550,chop_mean_revert_1m
2024-01-02T14:44:00Z,SIM,101.129741,101.294274,101.024698,101.189169,16900,chop_mean_revert_1m
2024-01-02T14:45:00Z,SIM,101.189169,101.346182,101.085885,101.242842,17250,chop_mean_revert_1m
2024-01-02T14:46:00Z,SIM,101.242842,101.39397,101.141779,101.292857,17600,chop_mean_revert_1m
2024-01-02T14:47:00Z,SIM,101.292857,101.439378,101.19443,101.340904,17950,chop_mean_revert_1m
2024-01-02T14:48:00Z,SIM,101.340904,101.48341,101.245472,101.387934,18300,chop_mean_revert_1m
2024-01-02T14:49:00Z,SIM,101.387934,101.526101,101.295794,101.43392,18650,chop_mean_revert_1m
2024-01-02T14:50:00Z,SIM,101.43392,101.566413,101.3453,101.477756,12000,chop_mean_revert_1m
2024-01-02T14:51:00Z,SIM,101.477756,101.602268,101.392814,101.517293,12350,chop_mean_revert_1m
2024-01-02T14:52:00Z,SIM,101.517293,101.630796,101.436046,101.549523,12700,chop_mean_revert_1m
2024-01-02T14:53:00Z,SIM,101.549523,101.655961,101.464454,101.570875,13050,chop_mean_revert_1m
2024-01-02T14:54:00Z,SIM,101.570875,101.666427,101.482071,101.577617,13400,chop_mean_revert_1m
2024-01-02T14:55:00Z,SIM,101.577617,101.669991,101.473931,101.566294,13750,chop_mean_revert_1m
2024-01-02T14:56:00Z,SIM,101.566294,101.661995,101.438496,101.534167,14100,chop_mean_revert_1m
2024-01-02T14:57:00Z,SIM,101.534167,101.632879,101.380945,101.479604,14450,chop_mean_revert_1m
2024-01-02T14:58:00Z,SIM,101.479604,101.580948,101.301103,101.40237,14800,chop_mean_revert_1m
2024-01-02T14:59:00Z,SIM,101.40237,101.505908,101.200339,101.303777,15150,chop_mean_revert_1m
2024-01-02T15:00:00Z,SIM,101.303777,101.409028,101.081561,101.186691,15500,chop_mean_revert_1m
2024-01-02T15:01:00Z,SIM,101.186691,101.293139,100.94906,101.05537,15850,chop_mean_revert_1m
