timestamp,symbol,open,high,low,close,volume,scenario
2024-01-02T14:30:00Z,SIM,100.0,100.08,99.92,100.0,25,partial_volume_1m
2024-01-02T14:31:00Z,SIM,100.0,100.084952,99.92,100.004948,25,partial_volume_1m
2024-01-02T14:32:00Z,SIM,100.004948,100.094549,99.924944,100.014537,25,partial_volume_1m
2024-01-02T14:33:00Z,SIM,100.014537,100.108194,99.934525,100.028172,25,partial_volume_1m
2024-01-02T14:34:00Z,SIM,100.028172,100.125042,99.948149,100.045006,25,partial_volume_1m
2024-01-02T14:35:00Z,SIM,100.045006,100.144045,99.96497,100.063994,25,partial_volume_1m
2024-01-02T14:36:00Z,SIM,100.063994,100.164024,99.983943,100.083957,25,partial_volume_1m
2024-01-02T14:37:00Z,SIM,100.083957,100.183736,100.00389,100.103653,25,partial_volume_1m
2024-01-02T14:38:00Z,SIM,100.103653,100.201955,100.02357,100.121858,25,partial_volume_1m
2024-01-02T14:39:00Z,SIM,100.121858,100.217548,100.04176,100.137438,25,partial_volume_1m
2024-01-02T14:40:00Z,SIM,100.137438,100.229544,100.057328,100.149424,25,partial_volume_1m
2024-01-02T14:41:00Z,SIM,100.149424,100.237195,100.069305,100.157069,25,partial_volume_1m
2024-01-02T14:42:00Z,SIM,100.157069,100.240024,100.076943,100.159896,25,partial_volume_1m
2024-01-02T14:43:00Z,SIM,100.159896,100.240024,100.077602,100.157728,25,partial_volume_1m
2024-01-02T14:44:00Z,SIM,100.157728,100.237855,100.070581,100.150702,25,partial_volume_1m
2024-01-02T14:45:00Z,SIM,100.150702,100.230822,100.059142,100.139253,25,partial_volume_1m
2024-01-02T14:46:00Z,SIM,100.139253,100.219365,100.043997,100.124096,25,partial_volume_1m
2024-01-02T14:47:00Z,SIM,100.124096,100.204195,100.026089,100.106174,25,partial_volume_1m
2024-01-02T14:48:00Z,SIM,100.106174,100.186259,100.006533,100.086603,25,partial_volume_1m
2024-01-02T14:49:00Z,SIM,100.086603,100.166672,99.986546,100.0666,25,partial_volume_1m
2024-01-02T14:50:00Z,SIM,100.0666,100.146653,99.96737,100.047408,25,partial_volume_1m
2024-01-02T14:51:00Z,SIM,100.047408,100.127446,99.950197,100.030221,25,partial_volume_1m
2024-01-02T14:52:00Z,SIM,100.030221,100.110246,99.936093,100.016106,25,partial_volume_1m
2024-01-02T14:53:00Z,SIM,100.016106,100.096119,99.925934,100.005939,25,partial_volume_1m
2024-01-02T14:54:00Z,SIM,100.005939,100.085944,99.92035,100.00035,25,partial_volume_1m
2024-01-02T14:55:00Z,SIM,100.00035,100.080351,99.919687,99.999687,25,partial_volume_1m
