timestamp,symbol,open,high,low,close,volume,scenario
2024-01-02T00:00:00Z,SIM,100.0,100.75,99.05,99.7,1000000,normal_daily
2024-01-03T00:00:00Z,SIM,99.7,100.45,98.8506,99.5006,1001000,normal_daily
2024-01-04T00:00:00Z,SIM,99.5006,100.2506,98.7511,99.4011,1002000,normal_daily
2024-01-05T00:00:00Z,SIM,99.4011,100.1511,98.7511,99.4011,1003000,normal_daily
2024-01-08T00:00:00Z,SIM,99.4011,100.4493,98.7511,99.6993,1006000,normal_daily
2024-01-09T00:00:00Z,SIM,99.6993,100.4493,98.7502,99.4002,1007000,normal_daily
2024-01-10T00:00:00Z,SIM,99.4002,100.1502,98.5514,99.2014,1008000,normal_daily
2024-01-11T00:00:00Z,SIM,99.2014,99.9514,98.4522,99.1022,1009000,normal_daily
2024-01-12T00:00:00Z,SIM,99.1022,99.8522,98.4522,99.1022,1010000,normal_daily
2024-01-15T00:00:00Z,SIM,99.1022,100.1495,98.4522,99.3995,1013000,normal_daily
2024-01-16T00:00:00Z,SIM,99.3995,100.1495,98.4513,99.1013,1014000,normal_daily
2024-01-17T00:00:00Z,SIM,99.1013,99.8513,98.2531,98.9031,1015000,normal_daily
2024-01-18T00:00:00Z,SIM,98.9031,99.6531,98.1542,98.8042,1016000,normal_daily
2024-01-19T00:00:00Z,SIM,98.8042,99.5542,98.1542,98.8042,1017000,normal_daily
2024-01-22T00:00:00Z,SIM,98.8042,99.8506,98.1542,99.1006,1020000,normal_daily
2024-01-23T00:00:00Z,SIM,99.1006,99.8506,98.1533,98.8033,1021000,normal_daily
2024-01-24T00:00:00Z,SIM,98.8033,99.5533,97.9557,98.6057,1022000,normal_daily
2024-01-25T00:00:00Z,SIM,98.6057,99.3557,97.8571,98.5071,1023000,normal_daily
2024-01-26T00:00:00Z,SIM,98.5071,99.2571,97.8571,98.5071,1024000,normal_daily
2024-01-29T00:00:00Z,SIM,98.5071,99.5526,97.8571,98.8026,1027000,normal_daily
2024-01-30T00:00:00Z,SIM,98.8026,99.5526,97.8562,98.5062,1028000,normal_daily
2024-01-31T00:00:00Z,SIM,98.5062,99.2562,97.6592,98.3092,1029000,normal_daily
2024-02-01T00:00:00Z,SIM,98.3092,99.0592,97.5609,98.2109,1030000,normal_daily
2024-02-02T00:00:00Z,SIM,98.2109,98.9609,97.5609,98.2109,1031000,normal_daily
2024-02-05T00:00:00Z,SIM,98.2109,99.2555,97.5609,98.5055,1034000,normal_daily
2024-02-06T00:00:00Z,SIM,98.5055,99.2555,97.56,98.21,1035000,normal_daily
2024-02-07T00:00:00Z,SIM,98.21,98.96,97.3636,98.0136,1036000,normal_daily
2024-02-08T00:00:00Z,SIM,98.0136,98.7636,97.2656,97.9156,1037000,normal_daily
2024-02-09T00:00:00Z,SIM,97.9156,98.6656,97.2656,97.9156,1038000,normal_daily
